session,student_Id,Md_Other,Ds_Other,Md_Aulaweb,Ds_Aulaweb,Md_Blank,Ds_Blank,Md_Deeds,Md_Study,Md_Properties,Ds_Properties,Md_Diagram,Ds_Diagram,Md_TextEditor,Ds_TextEditor,Md_Fsm,Ds_Deeds,Md_FSM
3,2,13.213,82.148,6.337000000000001,21.969,0.467,1.645,0.0,0.0,13.175999999999998,59.203,251.65599999999998,1442.94,0.312,0.0,0.0,0.0,0.0
3,3,32.747,333.14300000000003,0.503,1.216,12.552,152.599,0.079,0.0,0.011000000000000001,0.024,41.739,112.15700000000001,9433.661,0.0,0.0,0.0,0.0
3,4,17.632,125.712,5.935,19.938,3.502,24.485,0.0,0.094,1.176,2.9010000000000002,229.169,1250.147,55.11,0.0,0.09300000000000001,0.0,0.0
3,5,6.189,49.196000000000005,17.500999999999998,79.759,24.451999999999998,354.48,0.14,0.095,2.351,13.173,105.824,466.36300000000006,0.214,0.0,0.0,0.0,0.0
3,6,42.872,501.14,0.306,1.4980000000000002,0.249,1.5919999999999999,62.041000000000004,0.032,0.10400000000000001,0.24,95.27600000000001,485.365,0.0,0.0,0.0,0.0,0.0
3,7,8.087,45.882,0.209,0.754,0.381,2.647,0.0,0.0,1.5830000000000002,7.3870000000000005,570.911,3340.0029999999997,0.141,0.0,0.0,0.0,0.0
3,8,275.043,1744.135,0.769,2.764,0.752,2.0869999999999997,0.0,0.0,1.9040000000000001,7.272,8.914,48.258,0.10800000000000001,0.0,0.0,0.0,0.0
3,9,6.195,41.297,192.132,787.064,8.536,50.053999999999995,183.56599999999997,0.0,0.163,0.583,231.648,982.295,136.534,0.0,0.0,0.0,0.0
3,10,28.678,228.53900000000002,1.79,7.638999999999999,4.315,53.663999999999994,0.0,0.0,0.716,2.0,144.925,1094.0819999999999,1.53,0.0,0.0,0.0,0.0
3,11,39.825,464.04,97.348,584.496,23.019000000000002,262.905,0.0,0.03,0.135,0.519,198.14700000000002,1399.079,38492.189,0.0,0.0,0.0,0.0
3,12,27.500999999999998,156.679,192.43200000000002,1049.85,180.41299999999998,2490.94,0.0,27.127,1.6540000000000001,4.04,570.012,2444.897,0.032,0.0,0.0,0.0,0.0
3,14,226.482,2328.644,25.784000000000002,97.051,2.31,12.957,0.0,0.0,1.205,3.1189999999999998,446.959,2679.566,0.406,0.0,0.0,0.0,0.0
3,15,314.612,3420.15,1.7169999999999999,6.095,1.807,17.83,0.0,0.0,1.767,6.068,385.658,2716.986,0.109,0.0,0.0,0.0,0.0
3,16,24.434,150.571,1.391,2.677,4.511,22.066,0.016,12.18,0.073,0.212,15.8,52.909,1794.3310000000001,0.0,0.0,0.0,0.0
3,17,14.084000000000001,106.329,3.105,11.798,57.551,626.686,0.016,0.016,0.067,0.33299999999999996,25.119,97.11200000000001,10.074,0.0,0.0,0.0,0.0
3,18,2.166,12.447000000000001,0.03,0.064,0.953,8.71,0.0,0.0,1.527,5.836,28.656999999999996,110.705,0.0,0.0,0.0,0.0,0.0
3,19,29.979,159.689,169.56599999999997,160.653,1.0290000000000001,5.269,0.015,0.0,0.308,0.9109999999999999,73.834,162.377,0.217,0.0,0.0,0.0,0.0
3,20,8.013,55.021,3.733,13.074000000000002,26.513,329.056,0.0,3.199,0.677,2.4930000000000003,396.889,2180.295,11.32,22.288,0.0,0.0,0.0
3,23,32.064,164.595,90.58,338.278,1.426,4.369,0.0,2646.018,0.0,0.0,16.992,17.312,10312.864,17862.323,0.0,0.0,0.0
3,24,93.046,807.794,123.97200000000001,436.699,6.0760000000000005,37.988,0.062,0.25,0.261,0.87,58.628,316.96299999999997,0.0,0.0,0.0,0.0,0.0
3,25,15.600999999999999,81.17399999999999,0.5589999999999999,1.188,4.707,32.772,25.764,0.001,2.094,0.0,190.06599999999997,265.498,4.109,0.0,0.0,0.0,0.0
3,27,11.154000000000002,66.938,1088.67,1871.8570000000002,0.311,1.423,0.0,3263.598,0.04,0.154,56.59,245.275,5.9270000000000005,0.0,0.0,0.0,0.0
3,28,6.897,29.456999999999997,116.315,761.1310000000001,0.853,5.172999999999999,0.0,0.0,3.826,15.716,388.241,2062.077,1.217,0.0,0.0,0.0,0.0
3,29,8.543,88.25399999999999,0.276,0.639,0.218,0.617,0.0,4.958,0.003,0.008,28.851999999999997,83.13600000000001,6.857,0.0,0.0,0.0,0.0
3,30,13.550999999999998,97.264,1282.879,7214.599,27.299,239.84400000000002,0.0,51.43899999999999,3.5260000000000002,17.570999999999998,470.686,3502.5229999999997,60.213,0.0,0.0,0.0,0.0
3,31,45.24100000000001,158.28,1.591,4.658,1.003,2.7030000000000003,0.0,0.0,0.033,0.09300000000000001,12.168,18.194000000000003,0.188,0.0,0.0,0.0,0.0
3,32,10.443,64.233,1.4180000000000001,9.533,0.774,8.128,0.0,10.265,0.39399999999999996,2.315,84.8,348.63599999999997,78.357,0.0,0.0,0.0,0.0
3,34,16.663,79.89,151.929,901.635,238.62599999999998,1577.1329999999998,0.0,0.0,0.5870000000000001,3.589,25.61,151.607,1.39,0.0,0.0,0.0,0.0
3,35,26.158,67.127,21.366,46.042,21.734,112.897,2.9560000000000004,45.833,0.0,0.0,9.948,31.36,97.898,0.0,0.0,0.0,0.0
3,36,59.916000000000004,495.853,128.11,520.811,0.33399999999999996,1.7630000000000001,0.344,0.47100000000000003,5.733,25.68,351.288,1217.655,0.982,0.0,0.0,0.0,0.0
3,38,77.821,586.871,75.865,388.798,29.802,199.22299999999998,0.031,0.701,0.201,0.419,166.734,484.63800000000003,0.484,0.0,0.0,0.0,0.0
3,39,141.672,1100.56,0.39399999999999996,1.133,3.634,40.978,0.0,0.0,0.929,4.675,377.61300000000006,1536.467,2.467,0.0,0.0,0.0,0.0
3,41,31.166,139.083,4.007,13.995,1.14,7.102,0.0,0.0,0.48,2.147,65.373,289.959,40.17,0.0,0.0,0.0,0.0
3,42,10.489,54.372,4.6419999999999995,30.99,3.733,24.688000000000002,0.0,0.0,14.972000000000001,110.34299999999999,397.411,1896.727,4.513999999999999,0.0,0.0,0.0,0.0
3,43,12.888,63.504,7.067,31.302,0.223,0.631,0.14,0.34299999999999997,1.643,4.155,370.684,2398.272,6100.916,0.0,0.0,0.0,0.0
3,44,0.7929999999999999,6.391,17.096,128.459,1.656,10.165,0.0,969.707,0.017,0.054000000000000006,116.809,716.192,0.001,0.0,0.0,0.0,0.0
3,45,2.6889999999999996,6.67,121.307,209.59900000000002,43.146,86.23,0.0,0.094,0.0,0.0,0.7709999999999999,0.924,0.0,0.0,0.0,0.0,0.0
3,47,35.302,193.14,22.932,104.926,1.359,12.332,0.327,153.266,2.469,7.195,41.078,122.991,90.67299999999999,0.0,0.0,0.0,0.0
3,48,208.81,1434.276,19.628,63.402,13.725,110.04700000000001,0.03,0.872,0.001,0.004,52.638999999999996,268.681,0.0,0.0,0.0,0.0,0.0
3,49,23.748,163.41899999999998,3.2,11.995999999999999,3.175,28.113000000000003,0.0,0.0,1.3730000000000002,6.497000000000001,522.216,2292.654,0.032,0.0,0.0,0.0,0.0
3,50,48.792,201.362,87.03299999999999,373.72900000000004,4.805,21.23,0.0,0.358,0.531,1.2830000000000001,18.801,67.567,2.0580000000000003,0.0,0.0,0.0,0.0
3,51,3.741,29.188000000000002,2.835,18.643,0.23800000000000002,1.6740000000000002,0.318,5.093999999999999,0.451,1.896,595.795,2187.9139999999998,0.008,0.0,0.0,0.0,0.0
3,52,13.055,75.229,64.71,355.999,1.4280000000000002,8.15,2.09,0.0,4.103,28.930999999999997,271.033,1126.911,0.0,0.0,0.0,0.0,0.0
3,53,8.595,60.611999999999995,509.249,2239.126,4.155,30.89,0.0,0.0,0.782,2.596,65.66199999999999,239.97299999999998,0.0,0.0,0.0,0.0,0.0
3,54,8.535,47.41,12.312999999999999,73.745,0.6629999999999999,2.47,0.0,0.0,0.349,1.515,33.251999999999995,204.07299999999998,446.106,0.0,0.048,0.0,0.0
3,55,14.763,105.906,8.789,27.068,2.093,20.511,0.091,5.062,0.5670000000000001,1.254,345.974,1870.4160000000002,8.158,0.0,0.0,0.0,0.0
3,56,13.815999999999999,78.984,8.127,41.622,71.443,956.8489999999999,0.0,0.0,0.052000000000000005,0.255,27.111,123.089,130.632,0.0,0.0,0.0,0.0
3,59,62.284,459.681,115.24700000000001,826.8969999999999,1.6480000000000001,11.979000000000001,0.005,0.016,10.574000000000002,60.181999999999995,1682.3029999999999,12594.903999999999,0.0,0.0,0.0,0.009000000000000001,0.0
3,61,23.045,164.043,70.59899999999999,403.63300000000004,9.558,110.035,0.0,0.0,0.02,0.037000000000000005,6.879,26.478,0.0,0.0,0.078,0.0,0.0
3,66,251.315,2749.385,4.501,21.713,15.895,132.435,0.0,0.0,0.622,1.625,281.88,2071.347,0.0,0.0,0.0,0.0,0.0
3,67,272.249,2028.092,102.72399999999999,864.905,28.651,225.417,0.0,0.0,0.059000000000000004,0.207,887.915,4173.952,0.032,0.0,0.046,0.0,0.0
3,68,37.702,181.43599999999998,29.732,128.591,0.124,0.491,0.0,7.474,0.9059999999999999,2.66,130.958,676.028,0.046,0.0,0.0,0.0,0.0
3,69,161.85,483.15,53.062,118.124,2.9589999999999996,9.993,308.471,0.8420000000000001,0.047,0.081,8.959,15.312999999999999,12.795,0.0,0.0,0.0,0.0
3,70,8.891,69.822,2.178,7.357,3.9410000000000003,25.669,0.0,35.471,0.419,1.723,916.7460000000001,7056.265,2.6039999999999996,0.0,0.0,0.0,0.0
3,72,11.856,92.96700000000001,1.442,6.059,2.9130000000000003,32.015,0.015,1.426,0.22899999999999998,0.74,4.862,22.726999999999997,0.06,0.0,0.0,0.0,0.0
3,73,5.32,20.338,0.0,0.0,590.4169999999999,3567.9990000000003,473.36300000000006,0.0,1.262,6.837999999999999,188.947,886.3560000000001,0.75,0.0,0.0,0.0,0.0
3,74,41.297,524.04,6.0520000000000005,32.459,7.242999999999999,57.369,0.0,0.0,0.253,0.758,355.965,2471.308,0.894,0.0,0.0,0.0,0.0
3,75,7.252000000000001,21.164,0.525,0.721,0.109,0.376,0.015,0.0,0.059000000000000004,0.096,213.108,988.623,470.92400000000004,0.0,0.0,0.0,0.0
3,76,6.983,51.032,1.5719999999999998,7.602,0.19699999999999998,1.0979999999999999,0.0,0.0,1.088,4.857,181.90200000000002,928.435,0.638,0.0,0.0,0.0,0.0
3,78,36.561,389.004,0.934,3.929,0.475,2.282,3.353,192.61,4.053,10.437000000000001,651.255,3520.467,0.268,0.0,0.0,0.0,0.0
3,79,18.64,85.104,4.245,17.802,0.625,3.67,0.0,0.25,2.289,5.149,792.308,3522.105,1.5430000000000001,0.0,0.0,0.0,0.0
3,80,33731.748999999996,398331.446,647.271,3128.685,0.531,3.364,259.067,20198.896,0.662,2.289,624.075,1757.255,0.13,0.0,0.0,0.0,0.0
3,81,78.11,642.251,36.667,190.18099999999998,47.111999999999995,446.759,0.8759999999999999,0.8140000000000001,11.872,64.385,506.05199999999996,2144.301,1.546,0.0,0.0,0.0,0.0
3,82,585.111,7616.431,15.205,108.662,4.758,49.05,0.252,0.016,0.078,0.434,320.347,1858.037,317.847,0.0,0.0,0.0,0.0
3,83,14.684000000000001,164.058,0.5870000000000001,1.598,0.21899999999999997,0.95,0.015,1.472,2.499,7.486000000000001,6.082999999999999,23.694000000000003,195.05,0.0,0.0,0.0,0.0
3,84,27.86,189.577,0.0,0.0,0.249,0.637,0.64,0.9059999999999999,0.473,1.129,129.135,387.32199999999995,0.688,0.0,0.0,0.0,0.0
3,85,99.965,1359.318,361.56,2619.535,12.530999999999999,105.63600000000001,0.0,0.0,0.33899999999999997,0.657,147.096,794.698,0.203,0.0,0.0,0.0,0.0
3,86,11.322000000000001,83.70100000000001,3.582,17.256,1.496,18.37,0.0,0.094,3.735,28.27,185.639,543.302,24.389,0.0,0.0,0.0,0.0
3,87,7.287000000000001,55.00899999999999,3.906,15.491,6.442,40.129,0.0,5.922999999999999,0.24100000000000002,1.077,229.21900000000002,1106.479,0.469,0.0,0.0,0.0,0.0
3,88,7.308,25.67,3.9410000000000003,15.472000000000001,7.034,56.043,0.0,9.582,1.036,3.654,153.312,498.724,0.032,0.0,0.0,0.0,0.0
3,89,13366.973,78563.192,0.344,0.0,0.10800000000000001,0.22899999999999998,0.188,0.0,4.144,4.016,306.461,279.623,25936.41,71980.076,0.0,0.0,0.0
3,90,1.861,11.273,0.449,2.004,42.12,317.502,341.1,0.0,0.065,0.156,351.477,1122.371,4.667,0.0,0.0,0.0,0.0
3,91,332.865,4812.459,41.586999999999996,234.93,11.882,119.021,0.0,0.0,0.215,1.087,221.262,816.1,14.522,0.0,0.0,0.0,0.0
3,92,36.65,191.115,65.869,424.486,1.124,6.037999999999999,0.016,0.001,1.713,5.597,415.119,2997.844,0.016,0.0,0.0,0.0,0.0
3,93,17.118,78.918,22.784000000000002,105.99600000000001,5.622000000000001,38.878,0.016,0.0,0.027000000000000003,0.087,220.148,1000.206,25.568,0.0,0.0,0.0,0.0
3,94,72.125,925.3539999999999,2.271,10.902999999999999,5.026,29.892,0.0,1.9069999999999998,10.107999999999999,37.045,248.88400000000001,686.7489999999999,0.0,0.0,0.0,0.0,0.0
3,95,6.937,41.258,0.33399999999999996,1.746,5.5329999999999995,43.995,0.016,0.0,1.021,3.3539999999999996,3.5589999999999997,17.065,0.0,0.0,0.0,0.0,0.0
3,97,5.039,35.852,28.463,216.013,2.2569999999999997,18.589000000000002,0.125,115.322,0.7090000000000001,2.7119999999999997,146.695,689.1110000000001,0.0,0.0,0.0,0.0,0.0
3,98,263.774,2553.4829999999997,657.4910000000001,3199.8259999999996,1.3259999999999998,3.878,0.0,0.062,0.28600000000000003,0.812,328.042,1278.781,102.26899999999999,0.0,0.0,0.0,0.0
3,99,25.101999999999997,222.35,3.123,12.012,0.076,0.314,10.17,0.0,0.11800000000000001,0.34600000000000003,113.395,669.232,0.063,0.0,0.0,0.0,0.0
3,100,59.007,316.54400000000004,29.826,103.583,19.913,182.475,0.015,0.0,1.7630000000000001,9.046,110.262,491.374,2.593,0.0,0.0,0.0,0.0
3,101,18.334,128.594,28.406999999999996,99.499,0.377,2.254,0.0,0.0,0.021,0.067,581.3919999999999,2683.158,32.735,0.0,0.0,0.0,0.0
3,102,9.895,53.24,5.153,14.019,3.1860000000000004,36.32,0.0,0.0,7.5729999999999995,49.011,97.84200000000001,652.211,3.477,0.0,0.0,0.0,0.0
3,105,17.449,154.77700000000002,14.762,79.77600000000001,0.018000000000000002,0.078,720.6460000000001,0.032,0.01,0.027000000000000003,419.66,1430.731,0.271,0.47,0.0,0.0,0.0
3,106,468.971,2668.008,0.099,0.358,0.36700000000000005,1.2570000000000001,0.126,0.0,0.01,0.027999999999999997,37.172,111.616,1.794,0.0,0.0,0.0,0.0
3,107,154.40200000000002,1474.7520000000002,118.291,810.2919999999999,179.231,2134.228,0.0,0.0,0.599,2.084,108.86200000000001,486.63,6.436,0.0,0.0,0.0,0.0
4,1,5.978,42.196999999999996,71.57300000000001,475.741,1.041,9.988999999999999,0.096,0.0,3.2510000000000003,14.52,420.04900000000004,2269.346,6.7379999999999995,0.0,0.0,0.0,0.0
4,2,14.325,89.22399999999999,4.711,18.519000000000002,0.368,1.43,0.0,0.032,17.392,62.269,418.195,1860.38,3.719,0.0,0.0,0.0,0.0
4,3,26.493000000000002,295.964,0.41100000000000003,1.085,9.956,134.83,0.032,3613.853,1.242,5.04,149.951,1320.4229999999998,46.902,0.0,0.0,0.0,0.0
4,4,14.620999999999999,111.807,7.212000000000001,29.854,3.275,22.875999999999998,0.0,427.815,113.89399999999999,871.711,281.263,1524.326,350.67400000000004,0.0,0.016,0.0,0.0
4,5,9.695,76.51100000000001,17.500999999999998,79.759,22.773000000000003,342.094,31.066999999999997,0.095,1.3130000000000002,8.919,84.105,400.32199999999995,0.46799999999999997,0.0,0.0,0.0,0.0
4,6,26.590999999999998,383.145,280.062,2331.9179999999997,8.096,98.46799999999999,0.015,3768.603,4.4910000000000005,16.655,78.561,461.48800000000006,79.89399999999999,0.0,0.0,0.0,0.0
4,7,6.56,41.25,23604.154,201579.324,0.331,2.4619999999999997,0.09300000000000001,0.0,7.4879999999999995,28.478,673.57,3429.2709999999997,15.05,0.0,0.0,0.0,0.0
4,8,137.836,1233.405,4.998,27.978,2.0180000000000002,15.515,2.25,46.133,167.56900000000002,1330.869,66.997,318.822,0.0,0.0,0.0,0.0,0.0
4,9,5.4239999999999995,37.725,140.127,672.669,157.251,1607.5770000000002,0.0,0.0,26.485,141.547,145.20600000000002,749.939,1.126,0.0,0.0,0.0,0.0
4,10,24.704,205.394,6.256,38.856,4.0280000000000005,47.82,17.656,0.0,2.164,12.055,201.4,1043.326,31.076,0.0,0.0,0.0,0.0
4,11,68.402,722.6039999999999,90.493,563.7919999999999,20.802,249.952,0.235,0.0,1.137,3.388,121.193,921.4630000000001,0.198,0.0,0.0,0.0,0.0
4,12,25.745,151.57299999999998,180.295,1016.7310000000001,166.74099999999999,2393.209,0.0,194.697,43.156000000000006,331.608,471.19800000000004,2617.299,867.73,0.0,0.0,0.0,0.0
4,13,0.9440000000000001,3.721,5.617999999999999,21.51,108.345,682.183,0.0,1471.848,36.333,253.50799999999998,983.813,3773.259,1983.2720000000002,0.0,0.0,0.0,0.0
4,14,193.19,2140.3,20.334,86.355,2.0540000000000003,12.220999999999998,0.0,0.0,127.79,578.196,287.087,1856.558,158.78,0.0,0.0,0.0,0.0
4,15,282.08799999999997,3067.0240000000003,209.481,1604.745,2.987,21.045,0.0,0.0,3.71,18.589000000000002,368.716,2577.779,12.671,0.0,0.0,0.0,0.0
4,16,97.555,964.52,1.354,2.405,3.418,19.207,0.001,0.0,12.530999999999999,105.47200000000001,91.647,513.398,89.463,0.0,0.0,0.0,0.0
4,17,29.311,200.09,116.853,840.5160000000001,46.04600000000001,560.53,0.016,1.796,182.921,779.916,459.57800000000003,2832.867,0.03,0.0,0.0,0.0,0.0
4,18,3.015,17.348,0.09,0.214,1.199,8.36,0.0,0.016,5070.497,29000.762000000002,26.858,97.889,0.141,0.0,0.0,0.0,0.0
4,19,26.701,147.401,169.56599999999997,160.653,0.7959999999999999,4.592,0.0,0.0,0.917,2.864,80.586,157.954,11644.34,0.0,0.0,0.0,0.0
4,20,11.354000000000001,104.21700000000001,3.733,13.074000000000002,21.999000000000002,299.358,0.0,0.0,3.2430000000000003,18.704,264.594,1663.391,1.169,0.0,0.0,0.0,0.0
4,21,96.524,1067.5,219.12099999999998,1548.1370000000002,3.6710000000000003,28.863000000000003,0.0,0.0,0.22899999999999998,1.4380000000000002,1027.212,9252.195,0.015,0.0,0.0,0.0,0.0
4,22,12.845,66.22,8.003,26.974,4.155,47.641000000000005,0.0,0.0,1.028,3.838,474.199,1798.1789999999999,0.0,0.0,0.0,0.0,0.0
4,23,27.976999999999997,142.808,2128.317,16735.746,1.774,5.779,3.108,108.425,11.799000000000001,20.113,118.851,321.921,1.014,0.0,0.0,0.0,0.0
4,24,136.753,1018.763,93.57600000000001,381.99300000000005,4.622,33.083,0.0,0.0,26.037,152.594,79.04,346.037,873.47,0.0,0.0,0.0,0.0
4,25,7.685,51.568999999999996,5.572,12.269,3.783,28.965,0.0,4.843999999999999,131.216,575.549,6080.696,50370.639,0.0,0.0,0.0,0.0,0.0
4,26,2211.407,6254.11,0.0,0.0,5310.236,24382.278,0.064,0.0,39.271,282.318,151.34799999999998,787.451,0.0,0.0,0.0,0.0,0.0
4,27,9.07,57.913000000000004,816.502,1622.405,0.261,1.232,0.0,0.0,21.765,146.064,203.051,1006.81,1345.4,0.0,0.0,0.0,0.0
4,28,9.427,62.67,84.63,649.316,3.114,24.839000000000002,0.376,0.0,22.884,72.325,342.54699999999997,1643.57,35.188,0.0,0.0,0.0,0.0
4,29,6.9239999999999995,79.179,0.12,0.353,0.16699999999999998,0.528,0.0,0.0,3.891,35.235,42.681999999999995,152.058,0.7190000000000001,0.0,0.0,0.0,0.0
4,30,18.062,138.403,1282.879,7214.599,23.183000000000003,220.93099999999998,0.733,51.43899999999999,139.631,851.842,667.645,3625.969,10.477,0.0,0.0,0.0,0.0
4,31,32.711999999999996,131.486,3.917,13.940999999999999,3.813,29.525,0.0,0.0,1.81,8.205,322.238,1383.047,0.531,0.0,0.0,0.0,0.0
4,32,9.572000000000001,60.538999999999994,4.499,25.264,0.6559999999999999,7.477,0.0,0.0,5.4670000000000005,39.014,306.781,1344.109,816.6089999999999,0.0,0.0,0.0,0.0
4,33,11.039000000000001,28.975,0.42100000000000004,0.643,0.11800000000000001,0.614,0.0,0.0,44.858000000000004,187.528,1301.742,3906.5879999999997,0.344,0.0,0.0,0.0,0.0
4,34,21.253,89.617,168.22299999999998,906.426,177.78400000000002,1362.7920000000001,51035.448,0.187,20.658,142.673,501.32099999999997,5271.125,8.111,0.0,0.0,0.0,0.0
4,35,12.208,53.589,9.019,41.045,17.602999999999998,97.16799999999999,0.0,4.227,23.074,97.87100000000001,345.814,3696.828,1.7890000000000001,0.0,0.0,0.0,0.0
4,36,55.74100000000001,423.712,128.11,520.811,0.27899999999999997,1.6119999999999999,37.585,0.47100000000000003,38.247,193.62900000000002,300.101,1096.5439999999999,47.023,0.0,0.0,0.0,0.0
4,37,9.649,56.163000000000004,0.165,0.273,367.034,3809.1609999999996,0.0,0.0,86.18,379.051,484.42800000000005,1805.736,178642.658,0.0,0.0,0.0,0.0
4,38,58.903,509.329,53.832,322.869,22.403000000000002,171.199,0.966,0.0,0.247,0.665,111.595,397.551,0.14,0.0,0.0,0.0,0.0
4,39,116.555,997.102,4.5089999999999995,25.346999999999998,2.97,36.137,0.0,0.0,38.698,303.714,543.683,3205.1079999999997,1899.905,0.0,0.047,0.0,0.0
4,40,2.48,8.285,9.276,25.151999999999997,0.066,0.25,0.0,0.0,16.546,28.261,558.4540000000001,2768.551,0.0,0.0,0.0,0.0,0.0
4,41,29.725,133.534,2.9789999999999996,12.130999999999998,0.9390000000000001,6.218999999999999,0.0,237.149,6.604,44.894,190.877,604.13,0.0,0.0,0.0,0.0,0.0
4,42,34.679,355.214,6.885,41.598,3.2039999999999997,20.412,0.0,0.0,14.275,83.83,310.764,1413.99,0.032,0.0,0.0,0.0,0.0
4,43,12.023,58.881,5.522,27.534000000000002,0.242,0.9,0.0,0.0,1.8730000000000002,4.2139999999999995,472.23699999999997,3252.07,0.0,0.0,0.0,0.0,0.0
4,44,0.79,6.172000000000001,17.096,128.459,1.246,8.726,0.0,0.0,0.915,5.456,103.38,612.775,662.077,0.0,0.0,0.0,0.0
4,45,29.108,92.579,60.169,103.417,13.782,40.824,48.94,0.998,8.434,30.397,301.08,1022.7289999999999,2.156,2.7230000000000003,0.0,0.0,0.0
4,46,23.526,256.21,85.29799999999999,575.319,0.221,1.3090000000000002,0.943,0.0,1.829,9.669,388.681,2195.366,0.032,0.0,0.0,0.0,0.0
4,47,30.399,174.128,28.651,139.149,1.0190000000000001,10.669,0.0,0.0,5.48,20.176,97.98200000000001,518.609,126.68,219.416,0.0,0.0,0.0
4,48,178.485,1327.3410000000001,19.628,63.402,9.986,92.73,0.0,76.193,3.675,18.278,338.539,2560.576,2.048,0.0,0.0,0.0,0.0
4,49,21.281,153.114,2.4419999999999997,10.325999999999999,2.9989999999999997,27.295,0.0,1.607,1.7469999999999999,8.627,321.22,1614.559,0.045,0.0,0.0,0.0,0.0
4,50,45.986999999999995,180.601,128.485,441.82199999999995,3.92,18.137,0.062,0.063,6.928,30.413,3993.8509999999997,31943.053,4.12,0.0,0.0,0.0,0.0
4,51,4.461,31.57,2.8089999999999997,18.543,0.245,1.631,0.0,108.89299999999999,72.164,278.97,372.027,1631.0610000000001,28.666999999999998,0.0,0.0,0.0,0.0
4,52,12.556,72.389,82.815,361.13199999999995,1.392,7.659,0.0,1.5590000000000002,26.283,114.421,359.801,1776.543,189.205,0.0,0.0,0.0,0.0
4,53,8.169,58.745,509.249,2239.126,5.426,46.055,0.016,3949.77,12.674000000000001,67.991,621.982,3660.893,0.0,0.0,0.0,0.0,0.0
4,54,98.704,977.3580000000001,12.28,68.953,1.8330000000000002,13.157,0.015,0.0,71.83,498.281,173.229,1228.406,0.188,0.0,0.048,0.0,0.0
4,55,11.671,92.984,7.5360000000000005,24.394000000000002,184.791,2549.885,0.062,0.0,3368.0840000000003,24706.525,425.796,2477.895,0.0,0.0,0.0,0.0,0.0
4,56,9.116,59.566,7.808,40.812,60.799,841.404,0.032,0.8440000000000001,21.041999999999998,209.084,283.49,3466.5640000000003,0.045,0.0,0.0,0.0,0.0
4,57,288.276,1015.669,0.0,0.0,0.08900000000000001,0.20199999999999999,0.0,0.0,34.085,257.556,439.76199999999994,2584.035,33.323,0.0,0.0,0.0,0.0
4,58,17.338,48.78,0.0,0.0,0.8340000000000001,2.242,0.0,0.0,251.396,1548.8929999999998,454.39,2244.765,1.03,0.0,0.0,0.0,0.0
4,59,45.85,385.26599999999996,115.24700000000001,826.8969999999999,22.831,310.795,0.0,1.03,19.283,65.875,1427.372,9694.225,935.832,0.0,0.0,0.0,0.0
4,60,6.053999999999999,38.738,13.865,36.396,0.083,0.251,0.0,0.016,11.027000000000001,62.216,641.371,4134.322,0.109,0.0,0.0,0.0,0.0
4,61,18.886,144.369,54.27,347.905,8.533999999999999,100.546,0.0,125.774,5.7170000000000005,37.118,41.43,264.835,0.0,0.0,0.078,0.0,0.0
4,62,3.852,13.95,0.619,2.733,5.403,41.275,0.188,311.399,27.538,193.55200000000002,489.61,1736.2820000000002,0.032,0.0,0.0,0.0,0.0
4,63,77.783,502.75,12.696,97.14200000000001,7.331,79.69800000000001,0.015,0.0,7.474,47.601000000000006,650.979,5577.664000000001,16.458,0.0,0.0,0.0,0.0
4,64,23.311999999999998,78.141,74.22800000000001,194.665,1.056,4.757,0.0,0.0,28.445,103.36399999999999,55.248999999999995,216.84900000000002,0.251,0.0,0.0,0.0,0.0
4,65,147.224,680.283,0.408,1.14,5.318,29.375,0.03,49.125,9.174,67.374,96.726,695.045,0.951,0.0,0.0,0.0,0.0
4,66,227.99099999999999,2619.053,3.79,19.739,14.522,126.17299999999999,0.0,0.0,1.368,4.556,242.97400000000002,1918.832,66.767,0.0,0.0,0.0,0.0
4,67,259.03700000000003,1966.75,92.845,822.195,26.883000000000003,217.981,0.0,0.0,5.113,41.31100000000001,865.265,4056.027,0.0,0.0,0.046,0.0,0.0
4,68,30.833000000000002,156.155,20.61,106.38,0.478,2.43,0.0,0.156,11.085,50.465,558.194,4411.996,319.816,0.0,0.0,0.0,0.0
4,69,82.656,331.07300000000004,36.556,91.053,1122.236,6722.186,0.03,1.64,75.452,404.64599999999996,3693.292,29024.01,168.048,0.0,0.0,0.0,0.0
4,70,7.999,65.843,2.272,7.242999999999999,3.373,23.767,0.0,0.03,18.928,123.26100000000001,713.678,5522.516,0.0,0.0,0.0,0.0,0.0
4,71,88.709,1015.819,5.4639999999999995,29.05,2.23,16.451,0.015,0.0,0.38,1.005,62.427,222.753,0.815,0.0,0.0,0.0,0.0
4,72,12.558,91.708,2.1109999999999998,10.048,12.929,111.195,0.11,0.015,3.888,15.89,243.078,964.5169999999999,0.032,0.0,0.0,0.0,0.0
4,73,6.815,26.131999999999998,0.0,0.0,575.9019999999999,3353.158,0.031,0.0,20.101,129.266,351.37800000000004,1258.864,0.0,0.0,0.0,0.0,0.0
4,74,38.264,499.615,5.6370000000000005,30.055,18.895,276.534,0.0,0.0,9.567,68.543,178.359,1639.862,0.0,0.0,0.0,0.0,0.0
4,75,6.596,21.283,7.497000000000001,39.914,0.10800000000000001,0.349,0.0,0.063,10.084,37.162,144.59,722.987,0.0,0.0,0.0,0.0,0.0
