Sesion,Id,Study,Deeds,Texteditor,Blank,Diagram,Properties,Other,Aulaweb,Fsm,Nota
6,64,1.0,1,1.0,153,127.0,113,126,31.0,1,2.0
6,65,1.0,1,1.0,150,254.0,237,278,56.0,1,2.0
6,66,1.0,1,1.0,271,135.0,207,505,107.0,1,3.0
6,67,1.0,1,1.0,130,190.0,227,515,141.0,1,3.0
6,68,1.0,1,1.0,232,157.0,194,139,67.0,1,4.0
6,69,1.0,1,1.0,88,140.0,105,187,103.0,1,2.0
6,70,1.0,1,1.0,115,208.0,309,231,22.0,1,4.0
6,72,1.0,1,1.0,310,211.0,260,513,137.0,1,3.0
6,73,0.0,1,1.0,194,191.0,222,167,0.0,1,2.0
6,74,1.0,1,1.0,583,220.0,286,269,122.0,1,2.0
6,75,1.0,1,1.0,138,166.0,151,320,66.0,1,2.0
6,76,1.0,1,1.0,274,333.0,234,386,92.0,1,2.0
6,78,1.0,1,1.0,169,167.0,274,277,83.0,1,3.0
6,79,1.0,1,1.0,97,201.0,136,260,58.0,1,3.0
6,80,1.0,1,1.0,206,186.0,214,337,60.0,1,3.0
6,81,1.0,1,1.0,143,168.0,210,243,86.0,1,3.0
6,82,1.0,1,1.0,268,248.0,136,436,119.0,1,2.0
6,83,1.0,1,1.0,213,196.0,198,384,55.0,1,2.0
6,85,1.0,1,1.0,135,262.0,286,407,85.0,1,5.0
6,86,1.0,1,1.0,373,205.0,348,213,61.0,1,4.0
6,87,1.0,1,1.0,203,300.0,235,223,79.0,1,3.0
6,88,1.0,1,1.0,326,197.0,261,246,60.0,1,3.0
6,89,0.0,1,1.0,33,67.0,225,272,5.0,1,1.0
6,90,1.0,1,1.0,192,136.0,113,391,33.0,1,4.0
6,91,1.0,1,1.0,316,162.0,155,316,16.0,1,3.0
6,92,1.0,1,1.0,66,130.0,138,177,50.0,1,1.0
6,93,1.0,1,1.0,154,145.0,294,236,30.0,1,2.0
6,94,1.0,1,1.0,243,232.0,177,290,77.0,1,3.0
6,95,1.0,1,1.0,204,243.0,314,228,75.0,1,4.0
6,96,1.0,1,1.0,139,194.0,209,142,62.0,1,3.0
6,97,1.0,1,1.0,205,115.0,122,216,107.0,1,1.0
6,98,1.0,1,1.0,81,144.0,217,176,0.0,1,4.0
6,99,1.0,1,1.0,191,218.0,158,334,73.0,1,2.0
6,102,1.0,1,1.0,220,112.0,177,229,17.0,1,2.0
6,104,1.0,1,1.0,155,132.0,205,164,44.0,1,3.0
